1882,53.3400703455331
1883,56.659821787403864
1884,59.09901845341522
1885,60.81423433726132
1886,61.60207694500599
1887,62.1443489691063
1888,61.401321170762756
1889,60.267313254062394
1890,64.07466705889121
1891,63.72086925213036
1892,62.45671622000079
1893,63.68606527811599
1894,60.68927970476428
1895,61.30026506633468
1896,62.39977982187864
1897,63.789689575485326
1898,63.91809346535181
1899,63.54421577311477
1900,62.055285828043466
1901,62.8530927482277
1902,61.810069003955675
1903,61.281530047396764
1904,65.38197814575709
1905,66.62498583520443
1906,67.03467893860284
1907,66.82287295421963
1908,66.03192073222182
1909,66.45681994544512
1910,64.69432434049084
1911,66.35080026857837
1912,65.36326768804463
1913,65.02705725510191
1914,65.55212462683244
1915,64.50099074160742
1916,64.25203473607995
1917,60.61825556208993
1918,60.43597324615722
1919,59.39131280844598
1920,59.04888063737772
1921,59.981938789457956
1922,59.70616401359898
1923,64.77915775947123
1924,63.8989723406663
1925,64.92565197826836
1926,64.96513747310848
1927,65.16988260283952
1928,61.18770768292623
1929,61.39621933844123
1930,61.038026534991424
1931,61.03964005520395
1932,63.73913881054887
1933,64.27502595722125
1934,66.09889537108847
1935,65.58931552556662
1936,64.47155695569997
1937,59.87980824778849
1938,58.59183426347539
1939,59.96356117174012
1940,60.178013439327664
1941,63.57085906359197
1942,63.9658256483093
1943,64.03590253887137
1944,65.15585876635137
1945,60.4567547163772
1946,61.03292925965863
1947,64.90150854030145
1948,65.68351368585945
1949,65.92317679626909
1950,61.989773663315425
1951,61.837500747731156
1952,65.84327580548836
1953,66.29186736532176
1954,66.51264727136586
1955,66.21707467986259
1956,61.03536272603506
1957,60.56862652265211
1958,66.06156573814681
1959,65.96586360431178
1960,64.9482324268709
1961,66.08418567123148
1962,62.47264599610165
1963,60.820555984010156
1964,67.85005092397968
1965,66.07000408189862
1966,63.409980299262024
1967,63.44883464101602
1968,67.80365419653576
1969,68.45893936843432
1970,64.61245380606204
1971,68.57377670169606
1972,67.92397583338557
1973,62.484341266831876
1974,63.3698709789941
1975,63.88217445915768
1976,63.14437870467003
1977,62.4518844071139
1978,59.321600819427
1979,60.820669576426916
1980,59.659186842009966
1981,68.57037429921677
1982,70.47691981845362
1983,72.03933359551525
1984,70.28153998845586
1985,70.9367619519374
1986,71.5374631730794
1987,72.12713993005002
1988,70.24962300772928
1989,70.80867990534574
1990,69.41060709223201
1991,67.14555828312133
1992,68.73675045641566
1993,68.34106924789438
1994,67.43763387536488
1995,67.43417561063637
1996,64.42449347265077
1997,65.73171897474666
1998,65.79383192442846
1999,65.74389696402066
2000,64.86797693339986
2001,63.61115286937228
2002,63.78981965232255
2003,64.1417123375138
2004,64.32153069374225
2005,65.78003924873258
2007,68.98733416123416
2008,68.47521400030946
2009,66.66382414179908
2010,67.85812553483551
2011,68.11180150125362
2012,67.95353255049515
2013,68.19490920460007
2014,67.53975006055295
2015,65.77910412162728
2016,67.54160157091212
